assessment_response_id,assessment_option_id,assessment_response_correct,assessment_response_feedback,assessment_response_selected
"06KY92HIEeWw4gqsmff3-w","426",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"0t7u0188EeWiYxIp6_oPIw","0.5012013728264719",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"0uaYOWZcEeWlLgo2WNFE0Q","i06p2piz3njtjqbgqfz07tv",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><img src=\\\"https://coursera-forum-screenshots.s3.amazonaws.com/12/2c54903e6d11e4ad3607d1c5da2a67/____-2014-09-17-__9.14.04.png\\\" /><text>計算角度的方式為x軸逆時針走到線段CD所掃過的角度，由上圖經幾何計算可得知為345度。若是順時鐘掃過的角度則需加上負號，此例也可輸入 -15度。</text></co-content>\"}}",t
"18uOdl4EEeWh-woqJ8MDKQ","1",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"18uOdl4EEeWh-woqJ8MDKQ","i02763po1hm096j2mdyle8i",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"18uOdl4EEeWh-woqJ8MDKQ","i0276ceffmkdx4i7ybib2oa",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",f
"18uOdl4EEeWh-woqJ8MDKQ","i0276fpoy9msocezqi93bxt",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"18uOdl4EEeWh-woqJ8MDKQ","i0276jm34k7rfkovsqh1zlw",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",f
"18uOdl4EEeWh-woqJ8MDKQ","i0276mvfukjhzyim18373sk",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
"18uOdl4EEeWh-woqJ8MDKQ","i0276qrkq07dkrvdxoyc1ws",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}",t
