assessment_question_id,assessment_question_base_id,assessment_question_version,assessment_question_type_id,assessment_question_prompt,assessment_question_update_ts
"0A7PtVeWEeSfSyIAC0YM_A@15","0A7PtVeWEeSfSyIAC0YM_A",15,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>放在下列哪一圖層的物件，在模型配置時可以被看見，但在出圖時不會被列印出來？</text></co-content>\"}}",2015-06-12 23:03:05.854
"0A7PtVeWEeSfSyIAC0YM_A@15","0A7PtVeWEeSfSyIAC0YM_A",15,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>放在下列哪一圖層的物件，在模型配置時可以被看見，但在出圖時不會被列印出來？</text></co-content>\"}}",2015-06-12 23:03:05.854
"OVHXr1IAEeSghiIACzYImw@33","OVHXr1IAEeSghiIACzYImw",33,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>角度應該輸入多少呢？(提示：逆時針對正x軸走的角度)</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/in-video%20quiz%20pics/121321212.png\\\" /></co-content>\"}}",2015-06-12 23:02:50.334
"OVHXr1IAEeSghiIACzYImw@33","OVHXr1IAEeSghiIACzYImw",33,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>角度應該輸入多少呢？(提示：逆時針對正x軸走的角度)</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/in-video%20quiz%20pics/121321212.png\\\" /></co-content>\"}}",2015-06-12 23:02:50.334
"P3t0bOOtEeS_7SIACxCfaQ@3","P3t0bOOtEeS_7SIACxCfaQ",3,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>現代工程師的圖學工具為何者？</text></co-content>\"}}",2015-04-28 09:11:20.439
"P3t0bOOtEeS_7SIACxCfaQ@3","P3t0bOOtEeS_7SIACxCfaQ",3,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>現代工程師的圖學工具為何者？</text></co-content>\"}}",2015-04-28 09:11:20.439
"P3t0bOOtEeS_7SIACxCfaQ@3","P3t0bOOtEeS_7SIACxCfaQ",3,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>現代工程師的圖學工具為何者？</text></co-content>\"}}",2015-04-28 09:11:20.439
"QHqVAeOtEeS_7SIACxCfaQ@2","QHqVAeOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：利用「中心點、半徑」的畫圓指令，畫出一個圓心在(20,10)半徑為25的圓順序為何？</text></co-content>\"}}",2015-04-15 23:55:39.194
"QHqVAeOtEeS_7SIACxCfaQ@2","QHqVAeOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：利用「中心點、半徑」的畫圓指令，畫出一個圓心在(20,10)半徑為25的圓順序為何？</text></co-content>\"}}",2015-04-15 23:55:39.194
"QHqVAeOtEeS_7SIACxCfaQ@2","QHqVAeOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：利用「中心點、半徑」的畫圓指令，畫出一個圓心在(20,10)半徑為25的圓順序為何？</text></co-content>\"}}",2015-04-15 23:55:39.194
"QIQx_eOtEeS_7SIACxCfaQ@2","QIQx_eOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：把線段等分的正確操作順序為下列何者？</text></co-content>\"}}",2015-04-15 23:55:39.143
"QIQx_eOtEeS_7SIACxCfaQ@2","QIQx_eOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：把線段等分的正確操作順序為下列何者？</text></co-content>\"}}",2015-04-15 23:55:39.143
"QIQx_eOtEeS_7SIACxCfaQ@2","QIQx_eOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：把線段等分的正確操作順序為下列何者？</text></co-content>\"}}",2015-04-15 23:55:39.143
"QSuVFuOtEeS_7SIACxCfaQ@2","QSuVFuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>欲將直線AB作任意等分。現已繪出一條含等分點的直線AC，並將B點與直線AC的最後一個等分點相連，如圖中紅線所示，接下來要做什麼？</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/hw_m3/4.PNG\\\" /></co-content>\"}}",2015-04-15 23:51:55.84
"QSuVFuOtEeS_7SIACxCfaQ@2","QSuVFuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>欲將直線AB作任意等分。現已繪出一條含等分點的直線AC，並將B點與直線AC的最後一個等分點相連，如圖中紅線所示，接下來要做什麼？</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/hw_m3/4.PNG\\\" /></co-content>\"}}",2015-04-15 23:51:55.84
"QSuVFuOtEeS_7SIACxCfaQ@2","QSuVFuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>欲將直線AB作任意等分。現已繪出一條含等分點的直線AC，並將B點與直線AC的最後一個等分點相連，如圖中紅線所示，接下來要做什麼？</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/hw_m3/4.PNG\\\" /></co-content>\"}}",2015-04-15 23:51:55.84
"QSuVFuOtEeS_7SIACxCfaQ@2","QSuVFuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>欲將直線AB作任意等分。現已繪出一條含等分點的直線AC，並將B點與直線AC的最後一個等分點相連，如圖中紅線所示，接下來要做什麼？</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/hw_m3/4.PNG\\\" /></co-content>\"}}",2015-04-15 23:51:55.84
"QSuVFuOtEeS_7SIACxCfaQ@2","QSuVFuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>欲將直線AB作任意等分。現已繪出一條含等分點的直線AC，並將B點與直線AC的最後一個等分點相連，如圖中紅線所示，接下來要做什麼？</text><img src=\\\"https://d396qusza40orc.cloudfront.net/cad2d/images/hw_m3/4.PNG\\\" /></co-content>\"}}",2015-04-15 23:51:55.84
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"QnvjMuOtEeS_7SIACxCfaQ@2","QnvjMuOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD中，按以下哪一個鍵可以開啟物件鎖點追蹤？</text></co-content>\"}}",2015-04-15 23:48:51.248
"HZ-IKeB0EeSTvSIAC4tIYg@4","HZ-IKeB0EeSTvSIAC4tIYg",4,5,"\"下列何種透視方法又被稱為「角透視」&#xff1f;\"",2015-04-11 17:57:49.925
"P4rd0eOtEeS_7SIACxCfaQ@2","P4rd0eOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>工程師的電腦圖學工具不包含以下何者？</text></co-content>\"}}",2015-04-15 23:52:24.159
"P9TeWOOtEeS_7SIACxCfaQ@2","P9TeWOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>哪一種畫圓方法是可以延伸畫橢圓的？</text></co-content>\"}}",2015-04-15 23:55:39.271
"P9TeWOOtEeS_7SIACxCfaQ@2","P9TeWOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>哪一種畫圓方法是可以延伸畫橢圓的？</text></co-content>\"}}",2015-04-15 23:55:39.271
"P9TeWOOtEeS_7SIACxCfaQ@2","P9TeWOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>哪一種畫圓方法是可以延伸畫橢圓的？</text></co-content>\"}}",2015-04-15 23:55:39.271
"QCsVE-OtEeS_7SIACxCfaQ@3","QCsVE-OtEeS_7SIACxCfaQ",3,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：現在要由右邊端點畫到左邊成為一個邊長為100的正方形，應該輸入什麼？</text><img src=\\\"https://spark-public.s3.amazonaws.com/cad2d/images/hw_w1/40.PNG\\\" alt=\\\"\\\"/><text/></co-content>\"}}",2015-11-01 09:20:49.881
"QYMrUOOtEeS_7SIACxCfaQ@2","QYMrUOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下何者是影片中介紹畫橢圓的方法？</text></co-content>\"}}",2015-04-15 23:51:55.754
"QYMrUOOtEeS_7SIACxCfaQ@2","QYMrUOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下何者是影片中介紹畫橢圓的方法？</text></co-content>\"}}",2015-04-15 23:51:55.754
"QYMrUOOtEeS_7SIACxCfaQ@2","QYMrUOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下何者是影片中介紹畫橢圓的方法？</text></co-content>\"}}",2015-04-15 23:51:55.754
"QYMrUOOtEeS_7SIACxCfaQ@2","QYMrUOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下何者是影片中介紹畫橢圓的方法？</text></co-content>\"}}",2015-04-15 23:51:55.754
"QYMrUOOtEeS_7SIACxCfaQ@2","QYMrUOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下何者是影片中介紹畫橢圓的方法？</text></co-content>\"}}",2015-04-15 23:51:55.754
"QkuyrkxMEeSreiIACxAQNA@53","QkuyrkxMEeSreiIACxAQNA",53,5,"\"關於試圖的選擇敘述下列何者正確&#xff1f;\"",2015-06-08 14:21:43.837
"SWSg5A8rEeWOXyIAC9QUrw@20","SWSg5A8rEeWOXyIAC9QUrw",20,3,"\"  <br /><strong>停留一下&#xff0c;填寫個問卷吧 : )</strong><br /><br /><br /><strong>&gt;&gt;&gt;<a href=\\\"http://www.sojump.com/jq/5232431.aspx\\\" target=\\\"_blank\\\" title=\\\"Link: http://www.sojump.com/jq/5232431.aspx\\\">學習者調查</a>&lt;&lt;&lt;<br />&gt;&gt;&gt;<a href=\\\"http://www.sojump.com/jq/5241656.aspx\\\" target=\\\"_blank\\\" title=\\\"Link: http://www.sojump.com/jq/5241656.aspx\\\">學習前自我效能問卷</a>&lt;&lt;&lt;</strong><br />\"",2015-06-10 18:02:58.847
"nbZngkuTEeS5fSIACy-OMw@6","nbZngkuTEeS5fSIACy-OMw",6,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>一般來說我們可以從俯視圖得到哪兩種資訊？</text></co-content>\"}}",2015-06-12 22:36:34.944
"nbZngkuTEeS5fSIACy-OMw@6","nbZngkuTEeS5fSIACy-OMw",6,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>一般來說我們可以從俯視圖得到哪兩種資訊？</text></co-content>\"}}",2015-06-12 22:36:34.944
"QeW9GOOtEeS_7SIACxCfaQ@2","QeW9GOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD，開啟物件鎖點設定的端點時，會出現以下何種情況？</text></co-content>\"}}",2015-04-15 23:51:55.75
"QeW9GOOtEeS_7SIACxCfaQ@2","QeW9GOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD，開啟物件鎖點設定的端點時，會出現以下何種情況？</text></co-content>\"}}",2015-04-15 23:51:55.75
"QeW9GOOtEeS_7SIACxCfaQ@2","QeW9GOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD，開啟物件鎖點設定的端點時，會出現以下何種情況？</text></co-content>\"}}",2015-04-15 23:51:55.75
"QeW9GOOtEeS_7SIACxCfaQ@2","QeW9GOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD，開啟物件鎖點設定的端點時，會出現以下何種情況？</text></co-content>\"}}",2015-04-15 23:51:55.75
"QeW9GOOtEeS_7SIACxCfaQ@2","QeW9GOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>在AutoCAD，開啟物件鎖點設定的端點時，會出現以下何種情況？</text></co-content>\"}}",2015-04-15 23:51:55.75
"Ryi4XzvzEeS9XCIAC0GF3g@16","Ryi4XzvzEeS9XCIAC0GF3g",16,5,"\"請問工程圖的製作主要步驟順序為&#xff1f;<br />\"",2015-04-09 13:12:42.50
"X4grUFH-EeS7PCIAC00KaA@39","X4grUFH-EeS7PCIAC00KaA",39,5,"\"對路徑陣列的「等分法」與「等距法」都了解了嗎&#xff1f;<br />(1)等分法就是給定<strong>起點</strong>與<strong>終點</strong>&#xff0c;以及<strong>項目數量</strong>&#xff0c;系統會自動算出此段路徑內的項目間距<br />(2)等距法則是<strong>規定項目間距</strong>&#xff0c;依照項目數量沿著路徑排下去。\"",2015-04-11 17:02:49.396
"iNVT3-2GEeSCCCIAC1WXbA@1","iNVT3-2GEeSCCCIAC1WXbA",1,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下關於圖學能力的敘述何者錯誤？</text></co-content>\"}}",2015-04-28 09:11:20.516
"iNVT3-2GEeSCCCIAC1WXbA@1","iNVT3-2GEeSCCCIAC1WXbA",1,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下關於圖學能力的敘述何者錯誤？</text></co-content>\"}}",2015-04-28 09:11:20.516
"iNVT3-2GEeSCCCIAC1WXbA@1","iNVT3-2GEeSCCCIAC1WXbA",1,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>以下關於圖學能力的敘述何者錯誤？</text></co-content>\"}}",2015-04-28 09:11:20.516
"0SLQjFeZEeSpXSIAC1WFBA@14","0SLQjFeZEeSpXSIAC1WFBA",14,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>要標註非水平或垂直平行線的垂直距離時，必須使用哪種標註工具？</text></co-content>\"}}",2015-06-12 23:04:05.741
"P1mUZeOtEeS_7SIACxCfaQ@1","P1mUZeOtEeS_7SIACxCfaQ",1,5,"\"下列何者不是工程師必備的圖學能力與素養&#xff1f;\\n\"",2015-04-15 20:23:15.973
"QCDb2uOtEeS_7SIACxCfaQ@2","QCDb2uOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：現在要由上面端點畫到下面成為一個邊長為50的正方形，應該輸入什麼？</text><img src=\\\"https://spark-public.s3.amazonaws.com/cad2d/images/hw_w1/37.PNG\\\" /></co-content>\"}}",2015-04-15 23:55:39.172
"QCDb2uOtEeS_7SIACxCfaQ@2","QCDb2uOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：現在要由上面端點畫到下面成為一個邊長為50的正方形，應該輸入什麼？</text><img src=\\\"https://spark-public.s3.amazonaws.com/cad2d/images/hw_w1/37.PNG\\\" /></co-content>\"}}",2015-04-15 23:55:39.172
"QCDb2uOtEeS_7SIACxCfaQ@2","QCDb2uOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：現在要由上面端點畫到下面成為一個邊長為50的正方形，應該輸入什麼？</text><img src=\\\"https://spark-public.s3.amazonaws.com/cad2d/images/hw_w1/37.PNG\\\" /></co-content>\"}}",2015-04-15 23:55:39.172
"QGnMDOOtEeS_7SIACxCfaQ@2","QGnMDOOtEeS_7SIACxCfaQ",2,5,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text>AutoCAD實作：利用「中心點、直徑」的畫圓指令，畫出一個直徑50的圓順序為何？</text></co-content>\"}}",2015-04-15 23:55:39.196
