assessment_response_id,assessment_pattern_id,assessment_response_answer,assessment_response_correct,assessment_response_feedback
"4jPi-WdKEeWUmg6CFYLI5w","default","2",f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"dO0g73IiEeWN3Qrm1ajR0Q","default","8",f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"RA_RSXWHEeW9TQ5p6zB7Ww","0.3090715410653502","20.6155",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"3c9fw3VlEeWjRQoRKXfl3Q","default","3",f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"AvpEbmqXEeWcvQ6WhFHZPQ","0.08888185606338084","5.3852",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"qCthEGhHEeWIAAoOowEcVQ","0.2703734142705798","2",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"L6u_P2XsEeWCdgq0p9az5Q","0.2766641390044242","7.5166",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}"
"YWS-m2sMEeWJBgrPFS88yQ","0.03078442462719977","2",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"ri6PRG3QEeWHAQq-S9qjoQ","0.3090715410653502","20.6155",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"Can3j2dLEeW_ihKbrYNbew","0.03078442462719977","2",t,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content></co-content>\"}}"
"gSCK92ZtEeW9Uw70c9x8lw","default","3",f,"{\"typeName\":\"cml\",\"definition\":{\"dtdId\":\"assess/1\",\"value\":\"<co-content><text/></co-content>\"}}"
