key,timestamp,username,page_url,from,session,currentTime,playbackRate,paused,error,networkState,readyState,eventTimestamp,initTimestamp,type,prevTime
user.video.lecture.action,1411537917576,73f18afd12dc8dc5c8e05c677823c4a33c3981ff,https://class.coursera.org/graph-002/lecture/view?lecture_id=17,https://class.coursera.org/graph-002/lecture/17,9633104736-1411528370844,0,1,false,null,3,0,1411537608908,1411537608892,play,0
user.video.lecture.action,1411625152680,c29879af67dc05d2cd1b3515279f6255116a8c08,https://class.coursera.org/graph-002/lecture/view?lecture_id=15,https://class.coursera.org/graph-002/lecture,6418476071-1411004891377,0,1,false,null,2,0,1411625134992,1411625134959,ratechange,0
user.video.lecture.action,1411625152683,c29879af67dc05d2cd1b3515279f6255116a8c08,https://class.coursera.org/graph-002/lecture/view?lecture_id=15,https://class.coursera.org/graph-002/lecture,6418476071-1411004891377,0,1,false,null,2,0,1411625134995,1411625134959,play,0
user.video.lecture.action,1411625152685,c29879af67dc05d2cd1b3515279f6255116a8c08,https://class.coursera.org/graph-002/lecture/view?lecture_id=15,https://class.coursera.org/graph-002/lecture,6418476071-1411004891377,0,1,false,null,2,0,1411625134996,1411625134959,ratechange,0
user.video.lecture.action,1411625152913,c29879af67dc05d2cd1b3515279f6255116a8c08,https://class.coursera.org/graph-002/lecture/view?lecture_id=15,https://class.coursera.org/graph-002/lecture,6418476071-1411004891377,0,1,false,null,2,2,1411625135220,1411625134959,ratechange,0
user.video.lecture.action,1411732462134,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=19,https://class.coursera.org/graph-002/lecture/19,5704023689-1411709661856,0,0.75,false,null,3,0,1411732465352,1411732465337,play,0
user.video.lecture.action,1411732462382,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=19,https://class.coursera.org/graph-002/lecture/19,5704023689-1411709661856,0,0.75,false,null,3,0,1411732465354,1411732465337,ratechange,0
user.video.lecture.action,1411732464114,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=19,https://class.coursera.org/graph-002/lecture/19,5704023689-1411709661856,0,0.75,false,null,1,4,1411732467485,1411732465337,seeked,0
user.video.lecture.action,1411732496369,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=21,https://class.coursera.org/graph-002/lecture/21,5704023689-1411709661856,0,0.75,false,null,3,0,1411732499551,1411732499549,play,0
user.video.lecture.action,1411732496667,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=21,https://class.coursera.org/graph-002/lecture/21,5704023689-1411709661856,0,0.75,false,null,3,0,1411732499553,1411732499549,ratechange,0
user.video.lecture.action,1411732500601,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=21,https://class.coursera.org/graph-002/lecture/21,5704023689-1411709661856,0,0.75,false,null,2,4,1411732503972,1411732499549,seeked,0
user.video.lecture.action,1411732502282,d38aff910c3ddb0882cdd79da7eff51bad67a620,https://class.coursera.org/graph-002/lecture/view?lecture_id=21,https://class.coursera.org/graph-002/lecture/21,5704023689-1411709661856,0,0.75,false,null,1,4,1411732505652,1411732499549,seeked,0
user.video.lecture.action,1412136222353,22166a66fd6426f8fc607e78469f58019f4bfffa,https://class.coursera.org/graph-002/lecture/view?lecture_id=43,https://class.coursera.org/graph-002/lecture/43,8874102237-1410330135788,0,1,true,null,3,4,1412136307833,1412135198976,ratechange,246.021281
user.video.lecture.action,1412136222565,22166a66fd6426f8fc607e78469f58019f4bfffa,https://class.coursera.org/graph-002/lecture/view?lecture_id=43,https://class.coursera.org/graph-002/lecture/43,8874102237-1410330135788,0,1,true,null,3,4,1412136307834,1412135198976,pause,0
user.video.lecture.action,1412136222569,22166a66fd6426f8fc607e78469f58019f4bfffa,https://class.coursera.org/graph-002/lecture/view?lecture_id=43,https://class.coursera.org/graph-002/lecture/43,8874102237-1410330135788,0,1.25,true,null,1,4,1412136307871,1412135198976,ratechange,0
user.video.lecture.action,1412136222948,22166a66fd6426f8fc607e78469f58019f4bfffa,https://class.coursera.org/graph-002/lecture/view?lecture_id=43,https://class.coursera.org/graph-002/lecture/43,8874102237-1410330135788,0,1.25,false,null,1,4,1412136308430,1412135198976,play,0
user.video.lecture.action,1412172237897,31a84f5d3cad0501cce555e72e439c762b072fda,https://class.coursera.org/graph-002/lecture/view?lecture_id=27,https://class.coursera.org/graph-002/lecture/27,1610741746-1409102616913,0,1,false,null,3,0,1412172320253,1412172319965,play,0
user.video.lecture.action,1412431251701,ac3bc222ba1a52a20e0ed5585110763ddde6b4fc,https://class.coursera.org/graph-002/lecture/view?lecture_id=37,https://class.coursera.org/graph-002/lecture/37,5808995245-1409644659854,0,1,false,null,3,0,1412431264756,1412431264725,play,0
